Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
THE MINTON,"960,000","1,108.69",866,29 May 2017,12 HOUGANG STREET 11 #02-56,Resale,Strata,103,"9,320",-,Condominium,1,99 yrs from 27/07/2007,2013,Private,534075,19,53,North East Region,Hougang
SOL ACRES,"457,000",570.49,801,29 May 2017,2 CHOA CHU KANG GROVE #16-01,New Sale,Strata,53,"8,623",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688238,23,68,West Region,Choa Chu Kang
PARC LIFE,"904,320","1,108.69",814,29 May 2017,31 SEMBAWANG CRESCENT #08-23,New Sale,Strata,103,"8,757","902,020",Executive Condominium,1,99 yrs from 13/10/2014,Uncompleted,N.A,756983,27,75,North Region,Sembawang
A TREASURE TROVE,"850,000",775.01,"1,097",29 May 2017,60 PUNGGOL WALK #12-22,Resale,Strata,72,"11,806",-,Condominium,1,99 yrs from 09/03/2011,2015,HDB,828780,19,82,North East Region,Punggol
CORALS AT KEPPEL BAY,"8,638,000","2,970.86","2,908",29 May 2017,5 KEPPEL BAY DRIVE #04-10,New Sale,Strata,276,"31,297",-,Condominium,1,99 yrs from 26/02/2007,2016,N.A,098014,04,09,Central Region,Bukit Merah
HIGHLINE RESIDENCES,"1,360,000",635.08,"2,141",29 May 2017,7 KIM TIAN ROAD #34-10,New Sale,Strata,59,"23,051",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,HDB,168592,03,16,Central Region,Bukit Merah
SOL ACRES,"629,000",731.95,859,29 May 2017,4 CHOA CHU KANG GROVE #22-08,New Sale,Strata,68,"9,250",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,N.A,688239,23,68,West Region,Choa Chu Kang
THE BERTH BY THE COVE,"2,250,000","1,905.23","1,181",29 May 2017,218 OCEAN DRIVE #03-22,Resale,Strata,177,"12,712",-,Condominium,1,99 yrs from 18/03/2004,2006,Private,098621,04,09,Central Region,Southern Islands
HORIZON GARDENS,"1,628,000","2,873.99",566,29 May 2017,369 ANG MO KIO AVENUE 2,Resale,Strata,267,"6,097",-,Terrace House,1,99 yrs from 23/06/1995,2002,Private,567840,20,56,North East Region,Ang Mo Kio
THE ALPS RESIDENCES,"735,000",688.9,"1,067",29 May 2017,105 TAMPINES STREET 86 #12-10,New Sale,Strata,64,"11,484",-,Condominium,1,99 yrs from 03/08/2015,Uncompleted,HDB,528577,18,52,East Region,Tampines
THE CRITERION,"784,000","1,001.05",783,29 May 2017,3 YISHUN STREET 51 #04-08,New Sale,Strata,93,"8,430",-,Executive Condominium,1,99 yrs from 25/08/2014,Uncompleted,HDB,767997,27,76,North Region,Yishun
HILLION RESIDENCES,"704,940",548.96,"1,284",29 May 2017,12 JELEBU ROAD #06-31,New Sale,Strata,51,"13,822",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,Private,677673,23,67,West Region,Bukit Panjang
THE CORNWALL,"1,780,000","1,474.67","1,207",29 May 2017,2 CORNWALL GARDENS #01-06,Resale,Strata,137,"12,993",-,Condominium,1,Freehold,2005,Private,269632,10,26,Central Region,Bukit Timah
CASA MEYFORT,"4,600,000","4,230.25","1,087",29 May 2017,79 MEYER ROAD #19-04,Resale,Strata,393,"11,705",-,Condominium,1,Freehold,1992,Private,437906,15,43,Central Region,Marine Parade
THE BROWNSTONE,"656,000",731.95,896,29 May 2017,154 CANBERRA DRIVE #03-23,New Sale,Strata,68,"9,647",-,Executive Condominium,1,99 yrs from 28/04/2014,Uncompleted,N.A,768081,27,76,North Region,Sembawang
THE LAKESHORE,"1,230,000","1,151.75","1,068",29 May 2017,31 JURONG WEST STREET 41 #06-31,Resale,Strata,107,"11,495",-,Condominium,1,99 yrs from 22/11/2002,2007,Private,649412,22,64,West Region,Jurong West
PINEVALE,"830,000","1,280.92",648,29 May 2017,8 TAMPINES STREET 73 #13-04,Resale,Strata,119,"6,975",-,Executive Condominium,1,99 yrs from 31/01/1997,1999,Private,528826,18,52,East Region,Tampines
N.A.,"4,200,000","3,946.08","1,064",29 May 2017,22 JALAN SEGAM,Resale,Land,366.6,"11,457",-,Semi-Detached House,1,Freehold,-,Private,488265,16,48,East Region,Tampines
THE TRILINQ,"1,591,000","1,356.26","1,173",29 May 2017,28A JALAN LEMPENG #28-14,New Sale,Strata,126,"12,627",-,Condominium,1,99 yrs from 16/04/2012,2017,Private,128808,05,12,West Region,Clementi
LEEDON RESIDENCE,"11,000,000","5,694.16","1,932",29 May 2017,10 LEEDON HEIGHTS #11-11,Resale,Strata,529,"20,794",-,Condominium,1,Freehold,2015,Private,266217,10,26,Central Region,Bukit Timah
TRE RESIDENCES,"1,257,000",947.23,"1,327",29 May 2017,9 GEYLANG EAST AVENUE 1 #05-10,New Sale,Strata,88,"14,284",-,Condominium,1,99 yrs from 23/04/2014,Uncompleted,N.A,389783,14,38,Central Region,Geylang
THE WATERINA,"1,080,000",968.76,"1,115",29 May 2017,71 LORONG 40 GEYLANG #01-53,Resale,Strata,90,"12,000",-,Apartment,1,Freehold,2005,Private,398088,14,39,Central Region,Geylang
THE PALETTE,"896,000",893.41,"1,003",29 May 2017,117 PASIR RIS GROVE #10-56,Resale,Strata,83,"10,795",-,Condominium,1,99 yrs from 20/10/2010,2015,HDB,518173,18,51,East Region,Pasir Ris
COMPASS HEIGHTS,"1,520,000","2,335.79",651,29 May 2017,9 SENGKANG SQUARE #14-20,Resale,Strata,217,"7,005",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545075,19,54,North East Region,Sengkang
QUEENSWAY TOWER,"1,280,000","1,431.61",894,29 May 2017,1 QUEENSWAY #10-64,Resale,Strata,133,"9,624",-,Apartment,1,Freehold,1976,Private,149053,03,14,Central Region,Queenstown
ISUITES @ PALM,"760,000",635.08,"1,197",30 May 2017,26 GLASGOW ROAD #02-14,Resale,Strata,59,"12,881",-,Apartment,1,999 yrs from 02/12/1878,2013,Private,549345,19,54,North East Region,Hougang
QUEENS PEAK,"2,373,112","1,506.96","1,575",30 May 2017,1 DUNDEE ROAD #38-07,New Sale,Strata,140,"16,951",-,Condominium,1,99 yrs from 28/09/2015,Uncompleted,HDB,149456,03,14,Central Region,Queenstown
TRILIGHT,"1,925,000","1,087.16","1,771",30 May 2017,7 NEWTON ROAD #05-04,Resale,Strata,101,"19,059",-,Condominium,1,Freehold,2012,HDB,307945,11,30,Central Region,Novena
THE CLEMENT CANOPY,"1,361,000",990.29,"1,374",30 May 2017,16 CLEMENTI AVENUE 1 #24-05,New Sale,Strata,92,"14,793",-,Apartment,1,99 yrs from 09/03/2016,Uncompleted,N.A,129960,05,12,West Region,Clementi
SOPHIA HILLS,"1,418,000",710.42,"1,996",30 May 2017,25 MOUNT SOPHIA #06-87,New Sale,Strata,66,"21,485",-,Condominium,1,99 yrs from 10/12/2013,Uncompleted,Private,228477,09,22,Central Region,Rochor
THE BOULEVARD RESIDENCE,"4,600,000","2,034.4","2,261",30 May 2017,6 CUSCADEN WALK #22-01,Resale,Strata,189,"24,339",-,Apartment,1,Freehold,2005,Private,249691,10,24,Central Region,River Valley
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"9,115,820","2,830.93","3,220",30 May 2017,65 CAIRNHILL ROAD #07-01,Resale,Strata,263,"34,661",-,Apartment,1,Freehold,2011,Private,229721,09,22,Central Region,Newton
RIVERSOUND RESIDENCE,"1,050,000","1,345.5",780,30 May 2017,9A SENGKANG EAST AVENUE #03-31,Resale,Strata,125,"8,400",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544743,19,54,North East Region,Sengkang
LEEDON RESIDENCE,"9,800,000","4,703.87","2,083",30 May 2017,20 LEEDON HEIGHTS #07-26,Resale,Strata,437,"22,426",-,Condominium,1,Freehold,2015,Private,266218,10,26,Central Region,Bukit Timah
SHERWOOD TOWER,"1,010,000","1,517.72",665,30 May 2017,3 JALAN ANAK BUKIT #08-01,Resale,Strata,141,"7,163",-,Apartment,1,99 yrs from 30/08/1976,1980,HDB,588998,21,58,Central Region,Bukit Timah
THE RITZ-CARLTON RESIDENCES SINGAPORE CAIRNHILL,"12,859,252","3,573.65","3,598",30 May 2017,65 CAIRNHILL ROAD #34-02,Resale,Strata,332,"38,733",-,Apartment,1,Freehold,2011,Private,229721,09,22,Central Region,Newton
THE GERANIUM,"1,400,000","1,754.53",798,30 May 2017,33 MANGIS ROAD #05-12,Resale,Strata,163,"8,589",-,Condominium,1,Freehold,2006,Private,424968,15,42,Central Region,Geylang
VILLA MARINA,"1,035,000","1,130.22",916,30 May 2017,33 JALAN SEMPADAN #03-03,Resale,Strata,105,"9,857",-,Condominium,1,99 yrs from 13/02/1995,1999,Private,457404,15,45,East Region,Bedok
THE CREST,"1,486,089",882.65,"1,684",30 May 2017,105 PRINCE CHARLES CRESCENT #15-17,New Sale,Strata,82,"18,123",-,Condominium,1,99 yrs from 21/12/2012,2017,N.A,159019,03,15,Central Region,Bukit Merah
THE GLADES,"2,530,000","1,980.58","1,277",30 May 2017,16 BEDOK RISE #11-51,New Sale,Strata,184,"13,750",-,Condominium,1,99 yrs from 21/01/2013,2016,HDB,465409,16,46,East Region,Bedok
KINGSFORD WATERBAY,"1,117,440","1,097.93","1,018",30 May 2017,66 UPPER SERANGOON VIEW #16-12,New Sale,Strata,102,"10,955",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533885,19,53,North East Region,Hougang
THE QUINTET,"900,000","1,270.15",709,30 May 2017,40 CHOA CHU KANG STREET 64 #06-10,Resale,Strata,118,"7,627",-,Executive Condominium,1,99 yrs from 22/01/2003,2006,HDB,689103,23,68,West Region,Choa Chu Kang
KINGSFORD WATERBAY,"882,000",688.9,"1,280",30 May 2017,70 UPPER SERANGOON VIEW #04-31,New Sale,Strata,64,"13,781",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533883,19,53,North East Region,Hougang
GOLDEN RISE ESTATE,"4,968,000","4,617.76","1,076",30 May 2017,24 KISMIS PLACE,Resale,Land,429,"11,580",-,Semi-Detached House,1,Freehold,1975,Private,598171,21,59,Central Region,Bukit Timah
PARC RIVIERA,"1,269,000",990.29,"1,281",30 May 2017,101 WEST COAST VALE #33-06,New Sale,Strata,92,"13,793",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126753,05,12,West Region,Clementi
ONE BALMORAL,"2,277,000",968.76,"2,350",30 May 2017,1 BALMORAL ROAD #10-04,Resale,Strata,90,"25,300",-,Condominium,1,Freehold,2016,Private,259784,10,25,Central Region,Tanglin
SKYLINE RESIDENCES,"5,380,000","3,681.29","1,461",30 May 2017,608 TELOK BLANGAH ROAD #23-01,Resale,Strata,342,"15,731",-,Condominium,1,Freehold,2015,Private,109030,04,10,Central Region,Bukit Merah
THE VISIONAIRE,"804,000","1,022.58",786,30 May 2017,186 CANBERRA DRIVE #06-33,New Sale,Strata,95,"8,463",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,HDB,767955,27,76,North Region,Sembawang
KERRISDALE,"1,010,000",990.29,"1,020",30 May 2017,36 STURDEE ROAD #06-15,Resale,Strata,92,"10,978",-,Condominium,1,99 yrs from 02/04/1998,2005,Private,207855,08,20,Central Region,Kallang
KOVAN MELODY,"1,243,000","1,442.38",862,30 May 2017,19 KOVAN ROAD #01-12,Resale,Strata,134,"9,276",-,Condominium,1,99 yrs from 20/01/2004,2006,Private,548191,19,54,North East Region,Hougang
DUCHESS RESIDENCES,"3,800,000","2,755.58","1,379",30 May 2017,102 DUCHESS AVENUE #05-05,Resale,Strata,256,"14,844",-,Condominium,1,999 yrs from 27/12/1875,2011,Private,266310,10,26,Central Region,Bukit Timah
GRANDEUR PARK RESIDENCES,"1,292,000",968.76,"1,334",30 May 2017,7 BEDOK SOUTH AVENUE 3 #09-32,New Sale,Strata,90,"14,356",-,Condominium,1,99 yrs from 25/05/2016,Uncompleted,Private,465464,16,46,East Region,Bedok
FRANKEL ESTATE,"5,150,000","3,871.81","1,330",30 May 2017,60 FRANKEL AVENUE,Resale,Land,359.7,"14,317",-,Semi-Detached House,1,Freehold,1960,Private,458188,15,45,East Region,Bedok
KINGSFORD WATERBAY,"1,395,000","1,194.8","1,168",30 May 2017,80 UPPER SERANGOON VIEW #04-73,New Sale,Strata,111,"12,568",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533878,19,53,North East Region,Hougang
ARTRA,"1,352,999",828.83,"1,632",30 May 2017,10 ALEXANDRA VIEW #11-06,New Sale,Strata,77,"17,571",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,Private,158745,03,15,Central Region,Bukit Merah
PARC RIVIERA,"1,097,000",904.18,"1,213",30 May 2017,103 WEST COAST VALE #13-16,New Sale,Strata,84,"13,060",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
THE SANTORINI,"1,176,000","1,184.04",993,30 May 2017,33 TAMPINES STREET 86 #07-37,New Sale,Strata,110,"10,691",-,Condominium,1,99 yrs from 16/10/2013,2017,Private,528573,18,52,East Region,Tampines
SAVANNAH CONDOPARK,"915,000","1,367.03",669,30 May 2017,33 SIMEI RISE #01-07,Resale,Strata,127,"7,205",-,Condominium,1,99 yrs from 29/11/2000,2005,HDB,528780,18,52,East Region,Tampines
THE VISIONAIRE,"952,000","1,140.98",834,30 May 2017,186 CANBERRA DRIVE #07-34,New Sale,Strata,106,"8,981",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,N.A,767955,27,76,North Region,Sembawang
CARISSA PARK CONDOMINIUM,"560,000",645.84,867,30 May 2017,4 FLORA DRIVE #02-53,Resale,Strata,60,"9,333",-,Condominium,1,Freehold,2001,Private,507026,17,50,East Region,Pasir Ris
SOL ACRES,"623,000",731.95,851,30 May 2017,6 CHOA CHU KANG GROVE #22-13,New Sale,Strata,68,"9,162",-,Executive Condominium,1,99 yrs from 02/06/2014,Uncompleted,HDB,688240,23,68,West Region,Choa Chu Kang
KISMIS RESIDENCES,"4,080,000","1,614.6","2,527",30 May 2017,16 UPPER TOH TUCK TERRACE,New Sale,Land,150,"27,200",-,Terrace House,1,Freehold,Uncompleted,Private,596462,21,59,Central Region,Bukit Timah
HILBRE28,"1,112,400",807.3,"1,378",30 May 2017,68 HILLSIDE DRIVE #02-07,New Sale,Strata,75,"14,832",-,Apartment,1,999 yrs from 01/09/1876,2017,Private,549018,19,54,North East Region,Hougang
PARK EAST,"1,900,000","1,700.71","1,117",30 May 2017,69 JALAN TUA KONG #05-02,Resale,Strata,158,"12,025",-,Condominium,1,Freehold,1994,HDB,457264,15,45,East Region,Bedok
THE NEXUS,"950,000",613.55,"1,548",30 May 2017,953 BUKIT TIMAH ROAD #08-07,Resale,Strata,57,"16,667",-,Condominium,1,Freehold,2006,HDB,589651,21,58,Central Region,Bukit Timah
PARC RIVIERA,"1,425,000","1,184.04","1,204",30 May 2017,101 WEST COAST VALE #21-11,New Sale,Strata,110,"12,955",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126753,05,12,West Region,Clementi
SIMS URBAN OASIS,"737,800",484.38,"1,523",30 May 2017,12 SIMS DRIVE #13-49,New Sale,Strata,45,"16,396",-,Condominium,1,99 yrs from 29/07/2014,Uncompleted,Private,387391,14,38,Central Region,Geylang
SELETAR SPRINGS CONDOMINIUM,"765,000",979.52,781,30 May 2017,110 GERALD DRIVE #03-43,Resale,Strata,91,"8,407",-,Condominium,1,99 yrs from 12/08/1997,2000,Private,799036,28,79,North East Region,Hougang
SEASIDE RESIDENCES,"1,267,000",785.77,"1,612",30 May 2017,18 SIGLAP LINK #04-27,New Sale,Strata,73,"17,356",-,Apartment,1,99 yrs from 18/04/2016,Uncompleted,HDB,448873,15,44,East Region,Bedok
THE ALPS RESIDENCES,"703,000",688.9,"1,020",30 May 2017,117 TAMPINES STREET 86 #04-47,New Sale,Strata,64,"10,984",-,Condominium,1,99 yrs from 03/08/2015,Uncompleted,Private,528538,18,52,East Region,Tampines
FRASER RESIDENCE ORCHARD SINGAPORE,"3,300,000","1,388.56","2,377",30 May 2017,31 PATERSON ROAD #03-01,Resale,Strata,129,"25,581",-,Condominium,1,Freehold,2015,Private,238522,09,23,Central Region,River Valley
FERNWOOD TOWERS,"1,900,000","1,646.89","1,154",30 May 2017,28 FERNWOOD TERRACE #19-01,Resale,Strata,153,"12,418",-,Condominium,1,Freehold,1994,HDB,458556,15,45,East Region,Bedok
KINGSFORD WATERBAY,"958,000",850.36,"1,127",30 May 2017,74 UPPER SERANGOON VIEW #07-47,New Sale,Strata,79,"12,127",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533881,19,53,North East Region,Hougang
THE LINCOLN MODERN,"1,740,000","1,205.57","1,443",30 May 2017,20 LINCOLN ROAD #09-01,Resale,Strata,112,"15,536",-,Apartment,1,Freehold,2003,Private,308353,11,30,Central Region,Novena
INZ RESIDENCE,"901,700","1,184.04",762,30 May 2017,76 CHOA CHU KANG AVENUE 5 #06-31,New Sale,Strata,110,"8,197",-,Executive Condominium,1,99 yrs from 27/11/2015,Uncompleted,HDB,688199,23,68,West Region,Choa Chu Kang
CASAFINA,"850,000",947.23,897,30 May 2017,213 BEDOK SOUTH AVENUE 1 #02-18,Resale,Strata,88,"9,659",-,Condominium,1,99 yrs from 12/06/1996,1999,Private,469337,16,46,East Region,Bedok
EVERGREEN GARDEN,"2,620,000","2,242.14","1,169",30 May 2017,4 EVERGREEN GARDENS,Resale,Land,208.3,"12,578",-,Terrace House,1,Freehold,-,HDB,468880,16,46,East Region,Bedok
PARC RIVIERA,"1,179,000",990.29,"1,191",30 May 2017,103 WEST COAST VALE #18-17,New Sale,Strata,92,"12,815",-,Condominium,1,99 yrs from 11/11/2015,Uncompleted,Private,126754,05,12,West Region,Clementi
DAHLIA PARK CONDOMINIUM,"963,888","1,291.68",746,30 May 2017,1 FLORA DRIVE #06-01,Resale,Strata,120,"8,032",-,Condominium,1,Freehold,2003,Private,507009,17,50,East Region,Pasir Ris
FOREST WOODS,"1,254,000",914.94,"1,371",30 May 2017,19 LORONG LEW LIAN #08-42,New Sale,Strata,85,"14,753",-,Condominium,1,99 yrs from 05/02/2016,Uncompleted,HDB,533851,19,53,North East Region,Serangoon
CASA CAIRNHILL,"2,650,000","1,571.54","1,686",30 May 2017,1 PECK HAY ROAD #15-05,Resale,Strata,146,"18,151",-,Apartment,1,Freehold,1991,Private,228305,09,22,Central Region,Newton
KINGSFORD WATERBAY,"1,129,000","1,097.93","1,028",30 May 2017,74 UPPER SERANGOON VIEW #16-48,New Sale,Strata,102,"11,069",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533881,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,155,000","1,001.05","1,154",30 May 2017,64 UPPER SERANGOON VIEW #08-07,New Sale,Strata,93,"12,419",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533886,19,53,North East Region,Hougang
OASIS @ ELIAS,"970,000","1,496.2",648,30 May 2017,70 ELIAS ROAD #04-17,Resale,Strata,139,"6,978",-,Condominium,1,99 yrs from 17/03/2008,2011,Private,519943,18,51,East Region,Pasir Ris
THE COSMOPOLITAN,"2,730,000","1,323.97","2,062",30 May 2017,200 KIM SENG ROAD #32-04,Resale,Strata,123,"22,195",-,Condominium,1,Freehold,2008,Private,239471,09,23,Central Region,Singapore River
KINGSFORD WATERBAY,"1,235,520","1,033.34","1,196",30 May 2017,66 UPPER SERANGOON VIEW #12-15,New Sale,Strata,96,"12,870",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533885,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,052,000",882.65,"1,192",30 May 2017,74 UPPER SERANGOON VIEW #14-48,New Sale,Strata,82,"12,829",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533881,19,53,North East Region,Hougang
N.A.,"2,000,000","1,781.44","1,123",30 May 2017,1D PALM GROVE AVENUE,Resale,Land,165.5,"12,085",-,Terrace House,1,999 yrs from 02/12/1878,1974,HDB,547282,19,54,North East Region,Hougang
KINGSFORD WATERBAY,"1,027,000",882.65,"1,164",30 May 2017,74 UPPER SERANGOON VIEW #07-48,New Sale,Strata,82,"12,524",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533881,19,53,North East Region,Hougang
MAPLE WOODS,"1,240,000",914.94,"1,355",30 May 2017,991 BUKIT TIMAH ROAD #06-16,Resale,Strata,85,"14,588",-,Condominium,1,Freehold,1997,Private,589630,21,58,Central Region,Bukit Timah
D'NEST,"595,000",484.38,"1,228",30 May 2017,147 PASIR RIS GROVE #05-71,Sub Sale,Strata,45,"13,222",-,Condominium,1,99 yrs from 20/10/2010,Uncompleted,HDB,518138,18,51,East Region,Pasir Ris
THE SPRINGSIDE,"2,260,000","1,827.73","1,237",30 May 2017,18 SPRINGSIDE LINK,Resale,Land,169.8,"13,310",-,Terrace House,1,Freehold,1998,HDB,786646,26,78,North Region,Yishun
ROBERTSON 100,"1,935,000","1,313.21","1,473",30 May 2017,100 ROBERTSON QUAY #02-12,Resale,Strata,122,"15,861",-,Apartment,1,Freehold,2004,Private,238250,09,23,Central Region,Singapore River
N.A.,"72,000,000","17,441.99","4,128",30 May 2017,1 DRAYCOTT PARK,Resale,Land,"1,620.4","44,433",-,Apartment,8,Freehold,-,Private,259385,10,25,Central Region,Newton
KINGSFORD WATERBAY,"883,000",688.9,"1,282",30 May 2017,78 UPPER SERANGOON VIEW #11-66,New Sale,Strata,64,"13,797",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533879,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,048,000",882.65,"1,187",30 May 2017,74 UPPER SERANGOON VIEW #13-48,New Sale,Strata,82,"12,780",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,N.A,533881,19,53,North East Region,Hougang
SILVERSEA,"3,666,000","2,540.3","1,443",30 May 2017,52 MARINE PARADE ROAD #18-22,Resale,Strata,236,"15,534",-,Condominium,1,99 yrs from 20/07/2007,2014,Private,449308,15,44,Central Region,Marine Parade
N.A.,"5,110,000","4,451.99","1,148",30 May 2017,83 SUNSET WAY,Resale,Land,413.6,"12,355",-,Semi-Detached House,1,Freehold,-,Private,597104,21,59,West Region,Clementi
KINGSFORD WATERBAY,"1,207,388","1,033.34","1,168",30 May 2017,66 UPPER SERANGOON VIEW #10-15,New Sale,Strata,96,"12,577",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533885,19,53,North East Region,Hougang
N.A.,"11,600,000","6,065.51","1,912",30 May 2017,7A NAMLY VIEW,Resale,Land,563.5,"20,586",-,Detached House,1,Freehold,2016,Private,267096,10,26,Central Region,Bukit Timah
THE FLORAVALE,"760,000","1,323.97",574,30 May 2017,220 WESTWOOD AVENUE #05-07,Resale,Strata,123,"6,179",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,648352,22,64,West Region,Jurong West
DOMAIN 21,"880,000",559.73,"1,572",30 May 2017,23 DELTA ROAD #12-06,Resale,Strata,52,"16,923",-,Condominium,1,99 yrs from 02/07/2004,2007,HDB,169814,03,16,Central Region,Bukit Merah
THE VISIONAIRE,"933,500","1,140.98",818,30 May 2017,196 CANBERRA DRIVE #03-54,New Sale,Strata,106,"8,807",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,HDB,767960,27,76,North Region,Sembawang
THE BROWNSTONE,"627,200",753.48,832,30 May 2017,160 CANBERRA DRIVE #02-40,New Sale,Strata,70,"8,960",-,Executive Condominium,1,99 yrs from 28/04/2014,Uncompleted,N.A,767999,27,76,North Region,Sembawang
KINGSFORD WATERBAY,"994,000",882.65,"1,126",30 May 2017,74 UPPER SERANGOON VIEW #06-48,New Sale,Strata,82,"12,122",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,Private,533881,19,53,North East Region,Hougang
KINGSFORD WATERBAY,"1,290,000","1,259.39","1,024",30 May 2017,76 UPPER SERANGOON VIEW #16-55,New Sale,Strata,117,"11,026",-,Apartment,1,99 yrs from 03/03/2014,Uncompleted,HDB,533880,19,53,North East Region,Hougang
THE VISIONAIRE,"719,000",871.88,825,30 May 2017,196 CANBERRA DRIVE #04-55,New Sale,Strata,81,"8,877",-,Executive Condominium,1,99 yrs from 09/01/2015,Uncompleted,HDB,767960,27,76,North Region,Sembawang
THE CREEK @ BUKIT,"1,266,000",753.48,"1,680",30 May 2017,19 TOH TUCK ROAD #02-48,New Sale,Strata,70,"18,086",-,Condominium,1,Freehold,Uncompleted,HDB,596683,21,59,Central Region,Bukit Timah
AVANT PARC,"2,418,000","1,902","1,271",30 May 2017,19 WAK HASSAN PLACE,Resale,Land,176.7,"13,684",-,Terrace House,1,99 yrs from 25/01/2011,2014,HDB,757111,27,75,North Region,Sembawang
HIGHLINE RESIDENCES,"1,120,600",505.91,"2,215",30 May 2017,7 KIM TIAN ROAD #29-09,New Sale,Strata,47,"23,843",-,Condominium,1,99 yrs from 22/07/2013,Uncompleted,Private,168592,03,16,Central Region,Bukit Merah
HILLION RESIDENCES,"694,450",462.85,"1,500",30 May 2017,12 JELEBU ROAD #17-34,New Sale,Strata,43,"16,150",-,Apartment,1,99 yrs from 04/01/2013,Uncompleted,HDB,677673,23,67,West Region,Bukit Panjang
THE BELLEFORTE,"1,150,000","1,022.58","1,125",30 May 2017,6 AH HOOD ROAD #10-02,Resale,Strata,95,"12,105",-,Apartment,1,Freehold,2003,HDB,329974,12,32,Central Region,Novena
COMMONWEALTH TOWERS,"1,660,200",904.18,"1,836",30 May 2017,230 COMMONWEALTH AVENUE #41-10,New Sale,Strata,84,"19,764",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,Private,149739,03,14,Central Region,Queenstown
RIVERGATE,"3,900,000","2,077.45","1,877",30 May 2017,97 ROBERTSON QUAY #06-08,Resale,Strata,193,"20,207",-,Apartment,1,Freehold,2009,Private,238257,09,23,Central Region,Singapore River
LEEDON RESIDENCE,"9,100,000","4,703.87","1,935",30 May 2017,20 LEEDON HEIGHTS #07-27,Resale,Strata,437,"20,824",-,Condominium,1,Freehold,2015,Private,266218,10,26,Central Region,Bukit Timah
THE CLEMENT CANOPY,"999,000",635.08,"1,573",30 May 2017,16 CLEMENTI AVENUE 1 #39-04,New Sale,Strata,59,"16,932",-,Apartment,1,99 yrs from 09/03/2016,Uncompleted,HDB,129960,05,12,West Region,Clementi
YEW LIAN PARK,"3,100,000","2,727.6","1,137",30 May 2017,19 JALAN PELATINA,Resale,Land,253.4,"12,234",-,Terrace House,1,Freehold,1967,Private,577275,20,57,Central Region,Bishan
LAKEPOINT CONDOMINIUM,"1,220,000","2,077.45",587,30 May 2017,2 LAKEPOINT DRIVE #08-01,Resale,Strata,193,"6,321",-,Condominium,1,99 yrs from 01/10/1983,-,Private,648923,22,64,West Region,Jurong West
COMMONWEALTH TOWERS,"1,288,000",699.66,"1,841",30 May 2017,232 COMMONWEALTH AVENUE #35-18,New Sale,Strata,65,"19,815",-,Condominium,1,99 yrs from 07/05/2013,Uncompleted,Private,149740,03,14,Central Region,Queenstown
THE PALETTE,"1,010,000","1,065.64",948,30 May 2017,105 PASIR RIS GROVE #03-15,Resale,Strata,99,"10,202",-,Condominium,1,99 yrs from 20/10/2010,2015,Private,518197,18,51,East Region,Pasir Ris
