Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
SKY EVERTON,"1,576,000",624.31,"2,524",25 Jun 2019,50 EVERTON ROAD #09-05,New Sale,Strata,58,"27,172",-,Apartment,1,Freehold,Uncompleted,HDB,089396,02,08,Central Region,Bukit Merah
3 CUSCADEN,"2,732,196",764.24,"3,575",25 Jun 2019,3 CUSCADEN WALK #09-03,New Sale,Strata,71,"38,482",-,Apartment,1,Freehold,Uncompleted,Private,249690,10,24,Central Region,River Valley
STIRLING RESIDENCES,"1,407,000",764.24,"1,841",25 Jun 2019,23 STIRLING ROAD #26-17,New Sale,Strata,71,"19,817",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
N.A.,"3,198,000","3,059.13","1,045",25 Jun 2019,4 PLANTATION AVENUE,Resale,Land,284.2,"11,253",-,Terrace House,1,Freehold,1988,Private,556384,19,55,North East Region,Serangoon
ASCENTIA SKY,"1,600,000","1,011.82","1,581",25 Jun 2019,3 ALEXANDRA VIEW #34-10,Resale,Strata,94,"17,021",-,Condominium,1,99 yrs from 26/03/2008,2013,Private,158749,03,15,Central Region,Bukit Merah
SKY EVERTON,"1,571,000",624.31,"2,516",25 Jun 2019,50 EVERTON ROAD #08-05,New Sale,Strata,58,"27,086",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
HERITAGE VIEW,"1,420,000","1,162.51","1,221",25 Jun 2019,6 DOVER RISE #16-10,Resale,Strata,108,"13,148",-,Condominium,1,99 yrs from 12/08/1996,2000,HDB,138678,05,13,Central Region,Queenstown
BARKER TERRACES,"3,180,000","2,637.18","1,206",25 Jun 2019,29J BARKER ROAD,Resale,Strata,245,"12,980",-,Terrace House,1,Freehold,2006,Private,307500,11,30,Central Region,Novena
SKY EVERTON,"1,156,000",462.85,"2,498",25 Jun 2019,50 EVERTON ROAD #09-04,New Sale,Strata,43,"26,884",-,Apartment,1,Freehold,Uncompleted,HDB,089396,02,08,Central Region,Bukit Merah
TOH YI COURT,"2,225,000","2,389.61",931,25 Jun 2019,97 TOH YI DRIVE,Resale,Strata,222,"10,023",-,Condominium,1,Freehold,1985,Private,596553,21,59,Central Region,Bukit Timah
PASIR RIS BEACH PARK,"2,500,000","2,318.57","1,078",25 Jun 2019,507A ELIAS ROAD,Resale,Land,215.4,"11,606",-,Semi-Detached House,1,999 yrs from 10/02/1874,1997,Private,519927,18,51,East Region,Pasir Ris
RIVERFRONT RESIDENCES,"646,000",462.85,"1,396",25 Jun 2019,51 HOUGANG AVENUE 7 #13-57,New Sale,Strata,43,"15,023",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,HDB,533818,19,53,North East Region,Hougang
SELETAR PARK RESIDENCE,"700,000",581.26,"1,204",25 Jun 2019,17 SELETAR ROAD #04-01,Resale,Strata,54,"12,963",-,Condominium,1,99 yrs from 15/03/2011,2015,Private,807019,28,80,North East Region,Serangoon
PARC VISTA,"903,000","1,054.87",856,26 Jun 2019,450 CORPORATION ROAD #05-08,Resale,Strata,98,"9,214",-,Condominium,1,99 yrs from 01/03/1995,1998,HDB,649810,22,64,West Region,Jurong West
YUNNAN GARDENS,"2,400,000","2,549.99",941,26 Jun 2019,180 YUNNAN CRESCENT,Resale,Land,236.9,"10,131",-,Terrace House,1,Freehold,2000,Private,638011,22,63,West Region,Jurong West
DOMUS,"2,000,000","1,367.03","1,463",26 Jun 2019,8 IRRAWADDY ROAD #26-01,Resale,Strata,127,"15,748",-,Apartment,1,Freehold,2012,Private,329564,12,32,Central Region,Novena
PARK GREEN,"1,025,000","1,345.5",762,26 Jun 2019,8 RIVERVALE LINK #10-12,Resale,Strata,125,"8,200",-,Executive Condominium,1,99 yrs from 17/08/2001,2004,HDB,545043,19,54,North East Region,Sengkang
RIVER ISLES,"970,000",947.23,"1,024",26 Jun 2019,54 EDGEDALE PLAINS #15-05,Resale,Strata,88,"11,023",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828821,19,82,North East Region,Punggol
SIGNATURE PARK,"1,810,000","1,410.08","1,284",26 Jun 2019,50 TOH TUCK ROAD #02-03,Resale,Strata,131,"13,817",-,Condominium,1,Freehold,1998,Private,596741,21,59,Central Region,Bukit Timah
PARC PALAIS,"1,950,000","1,603.84","1,216",26 Jun 2019,51 HUME AVENUE #09-04,Resale,Strata,149,"13,087",-,Condominium,1,Freehold,1999,Private,598750,21,59,West Region,Bukit Batok
H2O RESIDENCES,"1,218,000","1,130.22","1,078",26 Jun 2019,30 FERNVALE LINK #21-01,Resale,Strata,105,"11,600",-,Condominium,1,99 yrs from 10/05/2010,2015,HDB,797530,28,79,North East Region,Sengkang
PARK COLONIAL,"1,343,000",678.13,"1,980",26 Jun 2019,6 WOODLEIGH LANE #07-20,New Sale,Strata,63,"21,317",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,HDB,357687,13,35,Central Region,Toa Payoh
PARK COLONIAL,"876,000",462.85,"1,893",26 Jun 2019,6 WOODLEIGH LANE #11-24,New Sale,Strata,43,"20,372",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,Private,357687,13,35,Central Region,Toa Payoh
WESTCOVE CONDOMINIUM,"1,020,000","1,140.98",894,26 Jun 2019,16 WEST COAST CRESCENT #03-02,Resale,Strata,106,"9,623",-,Condominium,1,99 yrs from 01/03/1995,1998,Private,128044,05,12,West Region,Clementi
N.A.,"2,938,000","1,691.02","1,737",26 Jun 2019,72 JALAN TARI PIRING,Resale,Land,157.1,"18,701",-,Terrace House,1,999 yrs from 01/01/1879,-,Private,799225,28,79,North East Region,Sengkang
EASTWIND MANSIONS,"1,318,000","1,345.5",980,26 Jun 2019,102 JOO CHIAT TERRACE #04-01,Resale,Strata,125,"10,544",-,Apartment,1,Freehold,1992,Private,427256,15,42,Central Region,Geylang
REFLECTIONS AT KEPPEL BAY,"2,508,888","1,614.6","1,554",26 Jun 2019,5 KEPPEL BAY VIEW #04-16,Resale,Strata,150,"16,726",-,Condominium,1,99 yrs from 15/03/2006,2011,HDB,098404,04,09,Central Region,Bukit Merah
HONG KONG PARK,"7,400,000","4,720.01","1,568",26 Jun 2019,32 HUA GUAN AVENUE,Resale,Land,438.5,"16,876",-,Semi-Detached House,1,999 yrs from 07/05/1879,-,N.A,589128,21,58,Central Region,Bukit Timah
SKY EVERTON,"1,226,000",505.91,"2,423",26 Jun 2019,50 EVERTON ROAD #09-01,New Sale,Strata,47,"26,085",-,Apartment,1,Freehold,Uncompleted,HDB,089396,02,08,Central Region,Bukit Merah
SKY EVERTON,"1,702,000",678.13,"2,510",26 Jun 2019,50 EVERTON ROAD #10-09,New Sale,Strata,63,"27,016",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
SKY EVERTON,"1,666,000",764.24,"2,180",26 Jun 2019,50 EVERTON ROAD #13-05,New Sale,Strata,71,"23,465",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
HAZEL PARK CONDOMINIUM,"1,560,000","1,377.79","1,132",26 Jun 2019,25 HAZEL PARK TERRACE #06-06,Resale,Strata,128,"12,188",-,Condominium,1,999 yrs from 25/09/1882,2000,Private,678948,23,67,West Region,Bukit Panjang
N.A.,"5,400,000","4,932.06","1,095",26 Jun 2019,12 KEE SUN AVENUE,Resale,Land,458.2,"11,785",-,Detached House,1,Freehold,-,Private,457037,15,45,East Region,Bedok
RIVER ISLES,"1,120,000","1,065.64","1,051",26 Jun 2019,66 EDGEDALE PLAINS #12-29,Resale,Strata,99,"11,313",-,Condominium,1,99 yrs from 06/02/2012,2015,Private,828732,19,82,North East Region,Punggol
SIGNATURE PARK,"1,230,000","1,044.11","1,178",26 Jun 2019,54 TOH TUCK ROAD #02-03,Resale,Strata,97,"12,680",-,Condominium,1,Freehold,1998,HDB,596745,21,59,Central Region,Bukit Timah
KANDIS RESIDENCE,"1,298,000","1,033.34","1,256",26 Jun 2019,2 KANDIS LINK #02-03,New Sale,Strata,96,"13,521",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,HDB,756967,27,75,North Region,Sembawang
MARGARET VILLE,"1,621,116",914.94,"1,772",26 Jun 2019,20 MARGARET DRIVE #26-03,New Sale,Strata,85,"19,072",-,Apartment,1,99 yrs from 13/03/2017,Uncompleted,HDB,149312,03,14,Central Region,Queenstown
PARC ESTA,"1,807,000","1,119.46","1,614",26 Jun 2019,906 SIMS AVENUE #10-31,New Sale,Strata,104,"17,375",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408969,14,40,Central Region,Geylang
GARDENVISTA,"1,620,000","1,162.51","1,394",26 Jun 2019,950 DUNEARN ROAD #09-01,Resale,Strata,108,"15,000",-,Condominium,1,99 yrs from 09/09/1999,2006,Private,589474,21,58,Central Region,Bukit Timah
BULLION PARK,"890,000",807.3,"1,102",26 Jun 2019,160 LENTOR LOOP #09-05,Resale,Strata,75,"11,867",-,Condominium,1,Freehold,1992,Private,789094,26,78,North East Region,Ang Mo Kio
ONZE @ TANJONG PAGAR,"2,630,000","1,044.11","2,519",26 Jun 2019,11 KEE SENG STREET #10-04,Resale,Strata,97,"27,113",-,Apartment,1,Freehold,2017,Private,089218,02,08,Central Region,Outram
ELIAS TERRACE,"2,100,000","1,614.6","1,301",26 Jun 2019,69 ELIAS TERRACE,Resale,Land,150,"14,000",-,Terrace House,1,999 yrs from 22/03/1881,1994,HDB,519807,18,51,East Region,Pasir Ris
RESIDENCES @ KILLINEY,"2,228,000","1,054.87","2,112",26 Jun 2019,147 KILLINEY ROAD #09-04,Resale,Strata,98,"22,735",-,Apartment,1,Freehold,2012,Private,239566,09,23,Central Region,River Valley
THE GARDEN RESIDENCES,"705,200",473.62,"1,489",26 Jun 2019,1 SERANGOON NORTH VIEW #02-05,New Sale,Strata,44,"16,027",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554343,19,55,North East Region,Serangoon
SPACE @ KOVAN,"1,708,888","1,625.36","1,051",26 Jun 2019,11 YIO CHU KANG ROAD #05-12,Resale,Strata,151,"11,317",-,Apartment,1,Freehold,2015,Private,545679,19,54,North East Region,Serangoon
NORTHWAVE,"1,025,000","1,119.46",916,26 Jun 2019,103 WOODLANDS VIEW #02-07,New Sale,Strata,104,"9,856",-,Executive Condominium,1,99 yrs from 25/05/2015,2019,HDB,737709,25,73,North Region,Woodlands
TREASURE AT TAMPINES,"924,000",678.13,"1,363",26 Jun 2019,43 TAMPINES LANE #09-140,New Sale,Strata,63,"14,667",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528464,18,52,East Region,Tampines
THE WOODLEIGH RESIDENCES,"1,156,000",667.37,"1,732",26 Jun 2019,23 BIDADARI PARK DRIVE #03-36,New Sale,Strata,62,"18,645",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367796,13,36,Central Region,Toa Payoh
FREESIA WOODS,"2,000,000","1,420.85","1,408",26 Jun 2019,63 SUNSET WAY #04-10,Resale,Strata,132,"15,152",-,Condominium,1,Freehold,2003,Private,597088,21,59,West Region,Clementi
ESPARINA RESIDENCES,"1,175,000","1,001.05","1,174",26 Jun 2019,127 COMPASSVALE BOW #17-32,Resale,Strata,93,"12,634",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,HDB,544821,19,54,North East Region,Sengkang
STIRLING RESIDENCES,"1,701,000",979.52,"1,737",26 Jun 2019,23 STIRLING ROAD #11-21,New Sale,Strata,91,"18,692",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148961,03,14,Central Region,Queenstown
MY MANHATTAN,"1,728,888","1,334.74","1,295",26 Jun 2019,35 SIMEI STREET 3 #12-26,Resale,Strata,124,"13,943",-,Condominium,1,99 yrs from 11/08/2010,2014,Private,529904,18,52,East Region,Tampines
PRIVE,"795,000",775.01,"1,026",26 Jun 2019,33 PUNGGOL FIELD #10-09,Resale,Strata,72,"11,042",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828817,19,82,North East Region,Punggol
VILLAGE @ PASIR PANJANG,"1,500,000","1,087.16","1,380",26 Jun 2019,463 PASIR PANJANG ROAD #01-07,Resale,Strata,101,"14,851",-,Condominium,1,Freehold,2016,HDB,118797,05,11,Central Region,Queenstown
VILLA DE WEST,"1,290,000","1,011.82","1,275",26 Jun 2019,385 PASIR PANJANG ROAD #02-13,Resale,Strata,94,"13,723",-,Condominium,1,Freehold,1995,Private,118719,05,11,Central Region,Queenstown
SYMPHONY HEIGHTS,"2,200,000","1,797.59","1,224",27 Jun 2019,35 HUME AVENUE #01-03,Resale,Strata,167,"13,174",-,Condominium,1,Freehold,1998,Private,598735,21,59,West Region,Bukit Batok
THE WATERINA,"1,550,000","1,130.22","1,371",27 Jun 2019,59 LORONG 40 GEYLANG #02-20,Resale,Strata,105,"14,762",-,Apartment,1,Freehold,2005,HDB,398082,14,39,Central Region,Geylang
THE NASSIM,"17,550,000","6,576.8","2,668",27 Jun 2019,18 NASSIM HILL #05-06,Resale,Strata,611,"28,723",-,Condominium,1,Freehold,2015,Private,258485,10,25,Central Region,Tanglin
TREASURE AT TAMPINES,"1,040,000",818.06,"1,271",27 Jun 2019,1 TAMPINES LANE #08-01,New Sale,Strata,76,"13,684",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528482,18,52,East Region,Tampines
REZI 24,"862,000",548.96,"1,570",27 Jun 2019,39 LORONG 24 GEYLANG #05-11,New Sale,Strata,51,"16,902",-,Apartment,1,Freehold,Uncompleted,Private,398636,14,39,Central Region,Geylang
RIVERFRONT RESIDENCES,"1,197,950",914.94,"1,309",27 Jun 2019,53 HOUGANG AVENUE 7 #05-66,New Sale,Strata,85,"14,094",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,Private,533819,19,53,North East Region,Hougang
THE COUNTRYSIDE,"2,830,000","2,235.68","1,266",27 Jun 2019,7 COUNTRYSIDE WALK,Resale,Land,207.7,"13,625",-,Terrace House,1,Freehold,1996,Private,789686,26,78,North East Region,Ang Mo Kio
KOVAN RESIDENCES,"1,595,000","1,259.39","1,266",27 Jun 2019,1 KOVAN ROAD #05-03,Resale,Strata,117,"13,632",-,Condominium,1,99 yrs from 31/12/2007,2011,Private,544915,19,54,North East Region,Hougang
LE QUEST,"1,403,000",979.52,"1,432",27 Jun 2019,2 BUKIT BATOK STREET 41 #14-07,New Sale,Strata,91,"15,418",-,Apartment,1,99 yrs from 29/08/2016,Uncompleted,HDB,657990,23,65,West Region,Bukit Batok
RIVERSOUND RESIDENCE,"1,078,000","1,065.64","1,012",27 Jun 2019,3 SENGKANG EAST AVENUE #06-09,Resale,Strata,99,"10,889",-,Condominium,1,99 yrs from 26/08/2011,2015,HDB,544813,19,54,North East Region,Sengkang
8 SAINT THOMAS,"4,183,000","1,302.44","3,212",27 Jun 2019,10 ST. THOMAS WALK #34-07,Resale,Strata,121,"34,570",-,Condominium,1,Freehold,2018,HDB,238102,09,23,Central Region,River Valley
SKY EVERTON,"1,224,000",462.85,"2,644",27 Jun 2019,50 EVERTON ROAD #18-04,New Sale,Strata,43,"28,465",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
THE SAIL @ MARINA BAY,"2,130,000","1,313.21","1,622",27 Jun 2019,6 MARINA BOULEVARD #19-22,Resale,Strata,122,"17,459",-,Apartment,1,99 yrs from 12/08/2002,2008,N.A,018985,01,01,Central Region,Downtown Core
THE FLORENCE RESIDENCES,"984,000",667.37,"1,474",27 Jun 2019,91 HOUGANG AVENUE 2 #08-49,New Sale,Strata,62,"15,871",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538864,19,53,North East Region,Hougang
BARTLEY RIDGE,"710,000",462.85,"1,534",27 Jun 2019,44 MOUNT VERNON ROAD #14-41,Resale,Strata,43,"16,512",-,Condominium,1,99 yrs from 16/04/2012,2016,HDB,368062,13,36,Central Region,Toa Payoh
PARC OLYMPIA,"720,000",796.54,904,27 Jun 2019,56 FLORA DRIVE #03-28,Resale,Strata,74,"9,730",-,Condominium,1,99 yrs from 25/01/2012,2015,HDB,506856,17,50,East Region,Pasir Ris
YISHUN EMERALD,"850,000","1,194.8",711,27 Jun 2019,26 CANBERRA DRIVE #13-16,Resale,Strata,111,"7,658",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,768428,27,76,North Region,Yishun
PALM GALLERIA,"1,187,000",990.29,"1,199",27 Jun 2019,78A LORONG K TELOK KURAU #04-06,Resale,Strata,92,"12,902",-,Apartment,1,Freehold,2010,Private,425702,15,42,East Region,Bedok
THE INTERWEAVE,"940,000",764.24,"1,230",27 Jun 2019,21 KIM KEAT ROAD #16-09,Resale,Strata,71,"13,239",-,Apartment,1,Freehold,2014,Private,328805,12,32,Central Region,Novena
LATITUDE,"5,880,000","2,766.35","2,126",27 Jun 2019,33 JALAN MUTIARA #20-04,Resale,Strata,257,"22,879",-,Condominium,1,Freehold,2010,Private,249208,10,24,Central Region,Tanglin
THE FLORENCE RESIDENCES,"931,000",645.84,"1,442",27 Jun 2019,93 HOUGANG AVENUE 2 #02-54,New Sale,Strata,60,"15,517",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538865,19,53,North East Region,Hougang
PARK COLONIAL,"1,691,000","1,022.58","1,654",27 Jun 2019,2 WOODLEIGH LANE #06-06,New Sale,Strata,95,"17,800",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,N.A,357685,13,35,Central Region,Toa Payoh
BOULEVARD 88,"6,390,900","1,776.06","3,598",27 Jun 2019,86 ORCHARD BOULEVARD #17-01,New Sale,Strata,165,"38,733",-,Apartment,1,Freehold,Uncompleted,HDB,248655,10,24,Central Region,Orchard
THE ESTUARY,"1,300,000","1,313.21",990,27 Jun 2019,97 YISHUN AVENUE 1 #06-31,Resale,Strata,122,"10,656",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769138,27,76,North Region,Yishun
THE QUINN,"970,000",645.84,"1,502",27 Jun 2019,9 BARTLEY ROAD #02-01,Resale,Strata,60,"16,167",-,Apartment,1,Freehold,2016,Private,539763,19,53,North East Region,Serangoon
THE FLORENCE RESIDENCES,"967,000",667.37,"1,449",27 Jun 2019,91 HOUGANG AVENUE 2 #07-48,New Sale,Strata,62,"15,597",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,HDB,538864,19,53,North East Region,Hougang
CITY SQUARE RESIDENCES,"1,398,000",839.59,"1,665",27 Jun 2019,2 KITCHENER LINK #06-04,Resale,Strata,78,"17,923",-,Condominium,1,Freehold,2009,Private,207229,08,20,Central Region,Kallang
N.A.,"5,700,000","3,316.39","1,719",27 Jun 2019,182 OCEAN DRIVE,Resale,Land,308.1,"18,500",-,Terrace House,1,99 yrs from 18/03/2004,2006,Private,098461,04,09,Central Region,Southern Islands
PARC ESTA,"801,000",419.8,"1,908",27 Jun 2019,904 SIMS AVENUE #17-20,New Sale,Strata,39,"20,538",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408968,14,40,Central Region,Geylang
LOYANG VALLEY,"1,330,000","1,905.23",698,27 Jun 2019,202 LOYANG AVENUE #02-01,Resale,Strata,177,"7,514",-,Condominium,1,99 yrs from 20/08/1982,1985,Private,509059,17,50,East Region,Pasir Ris
WHISTLER GRAND,"1,346,220",958,"1,405",27 Jun 2019,107 WEST COAST VALE #19-09,New Sale,Strata,89,"15,126",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126751,05,12,West Region,Clementi
THE INTERLACE,"2,738,888","2,066.69","1,325",27 Jun 2019,206 DEPOT ROAD #15-52,Resale,Strata,192,"14,265",-,Condominium,1,99 yrs from 11/02/2009,2013,Private,109697,04,10,Central Region,Bukit Merah
THE GARDEN RESIDENCES,"909,400",613.55,"1,482",27 Jun 2019,1 SERANGOON NORTH VIEW #09-13,New Sale,Strata,57,"15,954",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"711,300",452.09,"1,573",27 Jun 2019,1 SERANGOON NORTH VIEW #11-04,New Sale,Strata,42,"16,936",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554343,19,55,North East Region,Serangoon
FYVE DERBYSHIRE,"1,913,000",796.54,"2,402",27 Jun 2019,5 DERBYSHIRE ROAD #18-03,New Sale,Strata,74,"25,851",-,Apartment,1,Freehold,Uncompleted,Private,309461,11,30,Central Region,Novena
TREASURE AT TAMPINES,"631,000",484.38,"1,303",27 Jun 2019,51 TAMPINES LANE #04-176,New Sale,Strata,45,"14,022",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528460,18,52,East Region,Tampines
BELYSA,"850,000",947.23,897,27 Jun 2019,57 PASIR RIS DRIVE 1 #05-10,Resale,Strata,88,"9,659",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519531,18,51,East Region,Pasir Ris
ONE MEYER,"1,705,000",613.55,"2,779",27 Jun 2019,1 MEYER PLACE #18-04,New Sale,Strata,57,"29,912",-,Apartment,1,Freehold,Uncompleted,Private,437988,15,43,Central Region,Marine Parade
THE HILLFORD,"490,000",398.27,"1,230",27 Jun 2019,174 JALAN JURONG KECHIL #06-22,Resale,Strata,37,"13,243",-,Apartment,1,60 yrs from 19/02/2013,2016,HDB,596183,21,59,Central Region,Bukit Timah
FLO RESIDENCE,"918,000",925.7,992,27 Jun 2019,5 PUNGGOL FIELD WALK #09-09,Resale,Strata,86,"10,674",-,Condominium,1,99 yrs from 05/12/2011,2016,HDB,828741,19,82,North East Region,Punggol
MON JERVOIS,"2,880,000","1,582.31","1,820",27 Jun 2019,47 JERVOIS ROAD #03-24,Resale,Strata,147,"19,592",-,Condominium,1,99 yrs from 07/05/2012,2016,N.A,247656,10,24,Central Region,Tanglin
KANDIS RESIDENCE,"1,204,400",936.47,"1,286",27 Jun 2019,6 KANDIS LINK #04-07,New Sale,Strata,87,"13,844",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,HDB,756969,27,75,North Region,Sembawang
HIGHGATE,"1,890,000","1,593.07","1,186",27 Jun 2019,68 TOH TUCK ROAD #01-01,Resale,Strata,148,"12,770",-,Condominium,1,Freehold,1995,Private,596733,21,59,Central Region,Bukit Timah
ESPARINA RESIDENCES,"1,218,000","1,065.64","1,143",27 Jun 2019,113 COMPASSVALE BOW #16-07,Resale,Strata,99,"12,303",-,Executive Condominium,1,99 yrs from 02/06/2010,2013,Private,544814,19,54,North East Region,Sengkang
CASA FORTUNA,"1,180,000",925.7,"1,275",27 Jun 2019,38 AH HOOD ROAD #02-07,Resale,Strata,86,"13,721",-,Apartment,1,Freehold,2011,Private,329981,12,32,Central Region,Novena
SKY EVERTON,"1,696,000",678.13,"2,501",27 Jun 2019,50 EVERTON ROAD #09-09,New Sale,Strata,63,"26,921",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
JEWEL @ BUANGKOK,"1,400,000","1,108.69","1,263",27 Jun 2019,83 COMPASSVALE BOW #11-07,Resale,Strata,103,"13,592",-,Condominium,1,99 yrs from 12/09/2012,2016,HDB,544684,19,54,North East Region,Sengkang
# 1 LOFT,"668,000",581.26,"1,149",27 Jun 2019,1 LORONG 24 GEYLANG #06-09,Resale,Strata,54,"12,370",-,Apartment,1,Freehold,2016,N.A,398614,14,39,Central Region,Geylang
BELYSA,"868,888",968.76,897,27 Jun 2019,57 PASIR RIS DRIVE 1 #05-05,Resale,Strata,90,"9,654",-,Executive Condominium,1,99 yrs from 24/01/2011,2014,HDB,519531,18,51,East Region,Pasir Ris
SKY@ELEVEN,"4,450,000","2,712.53","1,641",27 Jun 2019,7 THOMSON LANE #20-05,Resale,Strata,252,"17,659",-,Condominium,1,Freehold,2010,Private,297725,11,29,Central Region,Toa Payoh
THE CANOPY,"965,000","1,173.28",822,27 Jun 2019,83 YISHUN AVENUE 11 #10-29,Resale,Strata,109,"8,853",-,Executive Condominium,1,99 yrs from 14/06/2010,2014,HDB,768864,27,76,North Region,Yishun
WOODHAVEN,"630,000",592.02,"1,064",27 Jun 2019,73 WOODGROVE AVENUE #03-30,Resale,Strata,55,"11,455",-,Condominium,1,99 yrs from 07/02/2011,2015,HDB,737809,25,73,North Region,Woodlands
RACE COURSE 138,"700,000",645.84,"1,084",27 Jun 2019,138 RACE COURSE ROAD #03-03,Resale,Strata,60,"11,667",-,Apartment,1,Freehold,2002,Private,218591,08,21,Central Region,Rochor
WHISTLER GRAND,"1,598,940","1,270.15","1,259",27 Jun 2019,109 WEST COAST VALE #06-18,New Sale,Strata,118,"13,550",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,Private,126752,05,12,West Region,Clementi
MONTEBLEU,"1,300,000",807.3,"1,610",27 Jun 2019,8 MINBU ROAD #23-03,Resale,Strata,75,"17,333",-,Condominium,1,Freehold,2010,Private,308162,11,30,Central Region,Novena
RIVER ISLES,"1,160,000","1,173.28",989,27 Jun 2019,52 EDGEDALE PLAINS #15-02,Resale,Strata,109,"10,642",-,Condominium,1,99 yrs from 06/02/2012,2015,HDB,828820,19,82,North East Region,Punggol
PARC ESTA,"1,071,000",635.08,"1,686",27 Jun 2019,908 SIMS AVENUE #07-36,New Sale,Strata,59,"18,153",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408970,14,40,Central Region,Geylang
TREASURE AT TAMPINES,"654,000",484.38,"1,350",27 Jun 2019,53 TAMPINES LANE #09-185,New Sale,Strata,45,"14,533",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528459,18,52,East Region,Tampines
N.A.,"2,520,000","1,969.81","1,279",27 Jun 2019,50A PHILLIPS AVENUE,Resale,Land,183,"13,770",-,Terrace House,1,999 yrs from 01/01/1886,1992,Private,546995,19,54,North East Region,Hougang
THE LUXURIE,"1,220,000","1,011.82","1,206",27 Jun 2019,15 COMPASSVALE ROAD #12-10,Resale,Strata,94,"12,979",-,Condominium,1,99 yrs from 15/06/2011,2015,Private,544751,19,54,North East Region,Sengkang
PARC ESTA,"1,173,000",742.72,"1,579",27 Jun 2019,902 SIMS AVENUE #02-10,New Sale,Strata,69,"17,000",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408967,14,40,Central Region,Geylang
BANYAN VILLAS,"2,680,000","1,614.6","1,660",27 Jun 2019,7 LENTOR PLAIN,Resale,Land,150,"17,867",-,Terrace House,1,Freehold,2002,Private,786509,26,78,North East Region,Ang Mo Kio
VALLEY PARK,"2,070,000","1,216.33","1,702",27 Jun 2019,473 RIVER VALLEY ROAD #11-01,Resale,Strata,113,"18,319",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248358,10,24,Central Region,Tanglin
SKY EVERTON,"1,212,000",462.85,"2,619",28 Jun 2019,50 EVERTON ROAD #15-07,New Sale,Strata,43,"28,186",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
WATERTOWN,"750,000",527.44,"1,422",28 Jun 2019,69 PUNGGOL CENTRAL #09-25,Sub Sale,Strata,49,"15,306",-,Apartment,1,99 yrs from 18/05/2011,2017,Private,828754,19,82,North East Region,Punggol
SUNSHINE PLAZA,"1,430,000","1,130.22","1,265",28 Jun 2019,10 PRINSEP LINK #10-11,Resale,Strata,105,"13,619",-,Apartment,1,99 yrs from 19/03/1997,2001,Private,187948,07,18,Central Region,Rochor
